dataset,pct_normal,pct_estres,avg_dur_normal,avg_dur_estres,n_switches,switches_252d
Real,0.8528047237452552,0.14719527625474482,808.8,174.5,8.0,0.4252267454123603
Simulado (promedio paths),0.8544603174603175,0.14553968253968252,112.42376904002835,67.43535127055307,0.2603,0.5247647999999999
