Date,AAPL,AMZN,BAC,BRK-B,CVX,ENPH,GOOGL,JNJ,JPM,MSFT,NVDA,PG,XOM,GLD,IEF,SHY,HYG
2007-04-12,-0.004329343660822543,0.01405622000249076,-0.004563350827132167,0.0016406227112960277,0.007936031544754002,0.01086793993131334,0.006137683897179902,0.000484636223614063,0.0010168136720870328,0.015181782224248878,0.02808603234515155,0.007585509242806497,0.00804380197109084,-0.0013426416202099607,0.0009697637131351714,-0.00012404694393372502,0.000669984694194657
2007-04-13,-0.021378946357081482,0.003306554331406404,0.0027803960253404243,0.0,-0.0020754728882667875,-0.026578057150880616,-0.0023562486458240627,0.006919810368148199,-0.0022379797461854214,0.0024492617726507397,0.008209405617923939,-0.002206498355731349,0.000258643936265605,0.012608614870701874,-0.0016980005419717783,-0.0004993450524474111,-0.0018203007801941857
2007-04-16,0.013101038726490676,0.06371285775578107,0.01593741361557179,0.002047104509694281,0.011105789607762833,0.05833673026393562,0.016969183970257283,0.010689073680653586,0.017767368489282762,0.0041856431777592,-0.005246298561861282,0.005506783752504935,0.00976975480098096,0.008220909434594505,0.0010923044946625185,-0.00012490788223168902,-0.0003841661686400524
2007-04-17,-0.01188264511733961,-0.0028802526869818827,0.001365005760833343,-0.000136371076415801,0.0011548250694547414,-0.04005880792964627,-0.0031044372146634635,0.023987553198817502,0.004193558979716222,0.004168010289631404,0.009487349071645541,0.002664311113697989,0.0029380397999017077,-0.0058651417605689645,0.004237347365090477,0.001622586779892941,-0.00047994249647886786
2007-04-18,0.0005529248234446082,-0.001776570968245333,0.010086063296967276,-0.006017452764127149,-0.002440207945505554,-0.010149117800579078,0.0067664132175962646,-0.0018605340076497,0.036972375732107675,-0.008702818548850397,0.012299228562784951,-0.0021935679950763494,-0.002554442586092687,0.005572638868595165,0.0022921301210263264,0.001370969758741633,0.00028780405411407136
2007-04-19,-0.0014386816820370135,-0.007809890471840335,-0.017717472879979573,-0.003297582752056665,-0.012420665672786938,-0.026082019738368992,-0.009201577067017857,0.007884569171749501,0.00038392014175278794,0.0031418517803280806,0.013734773380765196,-0.0021980810251364335,-0.009507799321554624,-0.012508418534408147,-0.00012037980467935504,0.0,0.0034503830834309514
2007-04-20,0.007724708830253261,0.006920366966705342,0.0025505696999993995,-0.0013773050335219256,0.021126645008041782,0.012223503542352557,0.02270212196533464,0.002767881336857954,0.008602161776168056,0.011436059736421703,0.01167043846879677,0.002825805228843519,0.02926052298703342,0.017177229296498005,-0.001085396027548002,-0.00024924586651433304,-0.000574178815806996
2007-04-23,0.027538350589726972,-0.004012410377091367,-0.010438624691600557,0.002202694495412604,-0.011409551856071601,0.035957111119950584,-0.007071701154975368,-0.005697982783879106,-0.004961191921793021,-0.008304141646068412,-0.016440767886681883,-0.0026685949329462283,-0.007045640626454163,-0.006425180032736332,0.00204927795053232,0.0007465752453920648,0.0005741788158068819
2007-04-24,-0.0028914855682149543,-0.0004469016712278218,0.0021755046762445365,-0.003305758605538095,-0.005948607141536385,0.008358991807211084,-0.0032406942773351285,-0.004023306199091688,-0.0022976999068026753,0.0003476350721873397,0.03692617415359102,0.0015701276106176428,-0.007605365765713464,-0.0077947119837775795,0.0019246144648046059,0.0008716983807129738,0.006864553031524554
2007-04-25,0.022377678310810476,0.23862098411981658,0.011978954137535504,-0.001104387582685848,0.01569950828982718,0.018980053956717424,0.0009627321212932587,0.0029415895525405156,0.012573271214978862,0.006922808368006414,0.017057723089750388,0.002363926586395911,0.016654512408504227,0.0023594765329765753,-0.0006011863709126278,-0.0003737056778053697,0.0015192726637325601
2007-04-26,0.03594746726082633,0.09992412444014434,-0.010004982864606137,0.002207451692811289,-0.001788940064789295,-0.014591979272034199,0.006651855349745543,-0.006826080712783572,0.002269838684765535,0.003786984102935934,0.012307174681607011,-0.008536251025190995,0.00785225577921394,-0.015138262183911516,-0.0028897208480041688,-0.0007468542796263985,0.0018006407219369992
2007-04-27,0.010867577802811945,-0.0028712173010214067,0.0009855263458145491,0.00041334868736396367,-0.0012800803640061276,-0.004859346076205736,-0.004520091766572139,-0.0010902060977430648,-0.007393839529883386,0.034451448014399436,-0.013515572360436632,-0.00015824625075890714,-0.002361517807180311,0.010265578663396079,0.0,0.0003727486428853803,0.0
2007-04-30,-0.0012013738237025096,-0.020496211824627106,0.002557155904799515,-0.00041334868736397223,-0.0037209977622839003,-0.05906428423478433,-0.016056938788224093,0.0007788104574860854,-0.008600398900760146,-0.005994087944288275,-0.005457652621099638,0.022296479355766802,-0.012270375803447532,-0.006981108812969409,0.004332005366598676,0.0007478113145465532,9.535566621556493e-05
2007-05-01,-0.0033121393966054277,0.011510234849442469,0.000589210593196182,-0.006082335741541241,0.007173299712411543,-0.07671436704070747,-0.005061762561935527,0.005280685853921169,0.0030660679825835263,0.01524707720209924,0.010584843316118047,-0.02261439387238155,0.003521597058770126,-0.005979893737274426,4.8208850714785797e-05,-0.00042528243556072033,0.00012238697985665782
2007-05-02,0.009206664492961807,-0.013958993982541277,0.001569424236150271,0.003598543770281401,0.003694651608058809,0.058377573960400435,-0.0068894119683061295,-0.0012402916926460502,0.005534330918176527,0.006884336111274013,-0.011801921771150244,-0.00941529603020952,0.0020067605593466925,-0.00044992543576865114,-0.0012057723406206054,0.000499070682244741,-0.0003797981916060455
2007-05-03,9.938941303285234e-05,0.01637384932269392,0.004303665784645463,-0.000276311226872506,0.01163039136751192,-0.016260533612565266,0.015868128449571646,-0.002484384727529769,0.0028507526009687984,0.011692104773638613,0.01869687608974864,-0.005949965278125153,0.010716022002594808,0.012374279286040058,-0.001086938918889204,-0.0007484717534381074,9.548770468970548e-05
2007-05-04,0.004075482317448296,0.01658467179724843,0.0001946350523066039,0.0035867348454537065,-0.0032730633489880053,0.14062432421684776,-0.004468726666190397,0.0024843847275296586,-0.0013291447594275588,-0.01332710628658441,0.007145281403573052,0.00659128710470235,-0.0016124860100837867,0.010318555232789657,0.0025341601356049575,0.00049945523735016,0.0012327096001916269
2007-05-07,0.030384117799321486,-0.03886021895988192,0.003507226784149227,0.013132870754372462,0.0035248834561567967,0.04299056234098481,-0.008205601217401638,-0.0034175968230365492,0.0018978538052563877,0.00489621915084246,-0.020074890518693825,-0.0036925479880378174,0.0034703500399614587,0.0008794717295128392,0.000842636286635738,0.0,-9.373972909094122e-05
2007-05-08,0.010909760701630031,0.01647005188970176,-0.0003890249649291299,-0.016719605599825976,0.0058884284668561096,-0.011701073574142564,-0.000984829764447935,-0.00875289229348179,-0.0053247624952256975,0.0013019168887694443,0.007536883826686231,-0.006938838562132591,0.006781151240183495,-0.005436034161360725,0.0,0.0004994658783465728,0.0007581665213193054
2007-05-09,0.017175050653291925,0.01636221299746886,0.0009720629590667453,0.005237741228788176,-0.0037544800888140214,-0.0034934222006115113,0.005213432848041692,0.006415477010767872,0.014198632171697943,0.000975173762350817,0.004495993751034648,0.004201162440540997,0.0004914136189355736,-0.006354862494686028,-0.003255200207434067,-0.0007495200445032988,-0.0026568598448522985
2007-05-10,0.004294730077575342,-0.031189381478827143,-0.017053810294965596,0.0,-0.019754993731174255,0.0017481810724743366,-0.016718690717032067,-0.025433327578025713,-0.02281479273115781,-0.006518988374256261,-0.018714401873483357,-0.00842057954656635,-0.020940691805674677,-0.02173179538259684,0.0025329003135286894,0.0008736489570223463,0.003604312581184938
2007-05-11,0.012958305988541311,0.010450801999525503,0.007287998811933258,0.008487426077346785,0.02338450851251642,-0.012155003622847275,0.011355216200064546,-0.0036872799889153493,0.0028801525058801476,0.010086047511909692,0.06830256997505077,0.0025987113035411155,0.022912556299241386,0.006794997207202193,-0.002050552802347424,-0.0003745782747776866,0.0005680875360872869
2007-05-14,0.0056855645793598905,0.002271611997799844,-0.003341927859244599,-0.007662839145770238,0.010316505019500356,-0.03921482728462275,-0.010683725080740789,0.005445604004892182,-0.006154916142986046,0.002586737346968437,-0.010010883130674816,0.0011347698042903775,0.00024608514234530986,-0.002561565092633459,-0.001450019392787336,-0.0007484717534381074,-9.481377930178868e-05
2007-05-15,-0.016968235571727493,-0.018319123194554338,0.003145966899533691,-0.0019249199287104518,-0.001732873631242901,-0.029388777419115136,-0.008219504224928852,-0.012698138886303266,0.0038508895276580467,0.000971370323718494,-0.008949381351442302,0.005654508388062016,-0.0014782378043702615,0.003915110208388489,-0.00012141993127491458,0.00024940107119331503,-0.0007576711658258613
2007-05-16,-0.001675634996173928,0.04265589092917942,0.0035269747572485447,-0.0008261763805447052,0.007210871640897441,0.011921683852215065,0.031401440169989074,0.01970151981650621,0.018094605678875095,0.005486651149765272,0.012679178898310715,0.0199385893035282,0.003936397808122655,-0.014227611659689022,-0.0006044525343059153,0.0009986071623043992,0.0026486454670095875
